run,label,text_params,image_params,epoch,loss,val_i2t_r1,val_i2t_r5,val_i2t_r10,val_t2i_r1,gamma,hardest_negative_margin,grad_norm,seconds
o9@10k,o9@10k,338953,159668,7,5.3699,0.006,0.024,0.052,0.0034,0.0697,-0.1674,0.0916,82.0
o9@10k,o9@10k,338953,159668,8,5.3279,0.007,0.029,0.053,0.0052,0.0822,-0.1741,0.127,78.1
o9@10k,o9@10k,338953,159668,9,5.2729,0.01,0.033,0.059,0.0054,0.0952,-0.1836,0.1458,82.4
o9@10k,o9@10k,338953,159668,10,5.2261,0.007,0.045,0.07,0.0048,0.1073,-0.1872,0.1761,81.8
o9@10k,o9@10k,338953,159668,11,5.1714,0.006,0.044,0.08,0.006,0.1191,-0.1859,0.2025,83.8
o9@10k,o9@10k,338953,159668,12,5.1271,0.01,0.041,0.086,0.006,0.1306,-0.1867,0.2281,84.5
o9@10k,o9@10k,338953,159668,13,5.0859,0.005,0.04,0.082,0.0064,0.139,-0.1843,0.2354,78.2
o9@10k,o9@10k,338953,159668,14,5.0392,0.009,0.05,0.092,0.0068,0.1479,-0.1808,0.2486,75.3
o9@10k,o9@10k,338953,159668,15,4.9998,0.009,0.047,0.103,0.0084,0.1561,-0.1813,0.2671,77.2
o9@10k,o9@10k,338953,159668,16,4.9584,0.008,0.052,0.095,0.0084,0.1645,-0.1818,0.2829,73.1
o9@10k,o9@10k,338953,159668,17,4.9277,0.011,0.057,0.108,0.0104,0.1704,-0.1802,0.2792,73.7
o9@10k,o9@10k,338953,159668,18,4.8972,0.015,0.058,0.117,0.0102,0.1768,-0.1798,0.2853,80.2
o9@10k,o9@10k,338953,159668,19,4.8723,0.017,0.063,0.109,0.0106,0.1822,-0.1784,0.3216,80.3
o9@10k,o9@10k,338953,159668,20,4.8384,0.015,0.064,0.114,0.0108,0.1873,-0.1778,0.3253,82.9
o9@10k,o9@10k,338953,159668,21,4.8126,0.019,0.069,0.121,0.0102,0.1915,-0.1752,0.3195,77.9
o9@10k,o9@10k,338953,159668,22,4.7861,0.015,0.067,0.125,0.0104,0.1963,-0.1756,0.3327,83.6
o9@10k,o9@10k,338953,159668,23,4.7684,0.016,0.076,0.13,0.0106,0.1993,-0.1743,0.3519,78.9
o9@10k,o9@10k,338953,159668,24,4.7409,0.015,0.071,0.135,0.011,0.2032,-0.174,0.3552,76.5
o9@10k,o9@10k,338953,159668,25,4.7238,0.015,0.078,0.134,0.0134,0.2068,-0.1736,0.3858,77.5
o9@10k,o9@10k,338953,159668,26,4.6967,0.019,0.079,0.143,0.013,0.2108,-0.1719,0.3619,79.7
o9@10k,o9@10k,338953,159668,27,4.6765,0.02,0.082,0.139,0.015,0.214,-0.1736,0.3743,72.2
o9@10k,o9@10k,338953,159668,28,4.6655,0.019,0.082,0.145,0.0148,0.2164,-0.1717,0.3862,77.2
o9@10k,o9@10k,338953,159668,29,4.6333,0.025,0.084,0.142,0.015,0.2195,-0.17,0.3762,75.8
oov@10k,oov@10k,347821,159668,0,5.6324,0.001,0.009,0.017,0.0032,0.0009,-0.0079,0.0158,797.7
oov@10k,oov@10k,347821,159668,1,5.6067,0.003,0.015,0.021,0.003,0.0078,-0.02,0.032,726.4
oov@10k,oov@10k,347821,159668,2,5.5545,0.004,0.02,0.034,0.0028,0.0218,-0.0461,0.0496,775.6
oov@10k,oov@10k,347821,159668,3,5.5094,0.005,0.02,0.038,0.0028,0.0335,-0.0679,0.053,728.8
oov@10k,oov@10k,347821,159668,4,5.4836,0.005,0.025,0.051,0.0026,0.0405,-0.0835,0.0561,719.4
oov@10k,oov@10k,347821,159668,5,5.4527,0.003,0.027,0.053,0.0028,0.0474,-0.1027,0.0604,704.3
oov@10k,oov@10k,347821,159668,6,5.4221,0.004,0.031,0.048,0.0026,0.0551,-0.1276,0.0666,707.6
oov@10k,oov@10k,347821,159668,7,5.397,0.005,0.021,0.045,0.003,0.0634,-0.1531,0.0768,730.9
oov@10k,oov@10k,347821,159668,8,5.353,0.006,0.029,0.046,0.003,0.0732,-0.1702,0.0925,770.4
oov@10k,oov@10k,347821,159668,9,5.313,0.003,0.028,0.052,0.005,0.0843,-0.1773,0.1172,827.4
oov@10k,oov@10k,347821,159668,10,5.2651,0.003,0.032,0.055,0.0076,0.0963,-0.186,0.1419,775.0
oov@10k,oov@10k,347821,159668,11,5.2226,0.006,0.033,0.057,0.0086,0.1076,-0.1913,0.1713,799.9
oov@10k,oov@10k,347821,159668,12,5.1744,0.008,0.033,0.065,0.0072,0.1179,-0.1929,0.2141,818.2
oov@10k,oov@10k,347821,159668,13,5.1278,0.005,0.032,0.071,0.0074,0.1272,-0.1921,0.2109,783.6
oov@10k,oov@10k,347821,159668,14,5.0951,0.007,0.039,0.066,0.0082,0.1362,-0.1918,0.2176,718.8
oov@10k,oov@10k,347821,159668,15,5.0439,0.011,0.041,0.078,0.0082,0.1431,-0.1925,0.2198,682.5
oov@10k,oov@10k,347821,159668,16,5.0136,0.012,0.042,0.078,0.0092,0.1505,-0.1926,0.2372,695.2
oov@10k,oov@10k,347821,159668,17,4.9858,0.008,0.048,0.092,0.0078,0.1566,-0.1903,0.267,696.3
oov@10k,oov@10k,347821,159668,18,4.9633,0.013,0.049,0.098,0.0086,0.162,-0.1878,0.2559,650.2
oov@10k,oov@10k,347821,159668,19,4.9253,0.016,0.053,0.103,0.0088,0.1675,-0.1872,0.2759,680.3
oov@10k,oov@10k,347821,159668,20,4.8966,0.018,0.056,0.106,0.0104,0.1723,-0.1854,0.2906,673.3
oov@10k,oov@10k,347821,159668,21,4.8691,0.015,0.063,0.11,0.0104,0.1767,-0.1841,0.2844,688.0
oov@10k,oov@10k,347821,159668,22,4.8527,0.019,0.059,0.12,0.0098,0.1801,-0.1802,0.344,662.3
oov@10k,oov@10k,347821,159668,23,4.8238,0.019,0.066,0.116,0.011,0.184,-0.1804,0.3091,670.0
oov@10k,oov@10k,347821,159668,24,4.7999,0.016,0.059,0.124,0.0118,0.1884,-0.1796,0.3293,692.5
oov@10k,oov@10k,347821,159668,25,4.7939,0.018,0.075,0.13,0.0112,0.191,-0.1761,0.3363,676.6
oov@10k,oov@10k,347821,159668,26,4.7607,0.02,0.071,0.136,0.0126,0.1943,-0.1759,0.331,700.3
oov@10k,oov@10k,347821,159668,27,4.7446,0.02,0.075,0.13,0.0132,0.196,-0.1729,0.3513,693.0
slow5@10k,slow5@10k,338953,159668,0,5.6325,0.0,0.004,0.014,0.0018,0.0008,-0.0089,0.0153,707.0
slow5@10k,slow5@10k,338953,159668,1,5.6078,0.004,0.019,0.027,0.0026,0.0075,-0.0213,0.0302,660.2
slow5@10k,slow5@10k,338953,159668,2,5.559,0.002,0.015,0.032,0.0016,0.0215,-0.0499,0.0465,637.6
slow5@10k,slow5@10k,338953,159668,3,5.5132,0.004,0.017,0.042,0.002,0.0334,-0.0803,0.0531,623.9
slow5@10k,slow5@10k,338953,159668,4,5.4754,0.004,0.017,0.036,0.003,0.0428,-0.105,0.0571,629.4
spider@10k,spider@10k,956503,159668,0,5.569,0.001,0.005,0.01,0.0018,0.0011,-0.0598,,499.9
spider@10k,spider@10k,956503,159668,1,5.5388,0.004,0.021,0.038,0.003,0.013,-0.1029,,445.9
spider@10k,spider@10k,956503,159668,2,5.4498,0.006,0.032,0.057,0.0066,0.0479,-0.1878,,435.9
spider@10k,spider@10k,956503,159668,3,5.3265,0.012,0.056,0.101,0.0142,0.0852,-0.2143,,428.5
spider@10k,spider@10k,956503,159668,4,5.1711,0.023,0.087,0.139,0.0209,0.1201,-0.2394,,436.3
spider@10k,spider@10k,956503,159668,5,5.0296,0.032,0.108,0.177,0.0241,0.1477,-0.2583,,424.6
spider@10k,spider@10k,956503,159668,6,4.9217,0.041,0.123,0.206,0.0305,0.1695,-0.2733,,437.0
spider@10k,spider@10k,956503,159668,7,4.8394,0.051,0.141,0.225,0.0347,0.1895,-0.2839,,413.5
spider@10k,spider@10k,956503,159668,8,4.7381,0.039,0.156,0.244,0.0373,0.2106,-0.2894,,436.6
spider@10k,spider@10k,956503,159668,9,4.6374,0.045,0.179,0.283,0.0429,0.2331,-0.2874,,428.8
spider@10k,spider@10k,956503,159668,10,4.5469,0.052,0.188,0.292,0.0459,0.2542,-0.2842,,408.2
spider@10k,spider@10k,956503,159668,11,4.4478,0.051,0.178,0.298,0.051,0.275,-0.2818,,422.7
spider@10k,spider@10k,956503,159668,12,4.3625,0.056,0.197,0.319,0.0512,0.2933,-0.2794,,423.2
spider@10k,spider@10k,956503,159668,13,4.2712,0.057,0.217,0.331,0.0566,0.3106,-0.276,,455.5
spider@10k,spider@10k,956503,159668,14,4.1773,0.062,0.23,0.342,0.0572,0.3275,-0.273,,435.4
spider@10k,spider@10k,956503,159668,15,4.1404,0.067,0.235,0.374,0.06,0.3416,-0.2693,,407.0
spider@10k,spider@10k,956503,159668,16,4.0462,0.075,0.247,0.384,0.063,0.3561,-0.2653,,414.0
spider@10k,spider@10k,956503,159668,17,3.989,0.064,0.27,0.407,0.0704,0.3696,-0.2606,,420.9
spider@10k,spider@10k,956503,159668,18,3.8981,0.07,0.275,0.413,0.0702,0.3832,-0.2558,,389.8
spider@10k,spider@10k,956503,159668,19,3.8371,0.073,0.293,0.433,0.072,0.3947,-0.2532,,398.8
spider@10k,spider@10k,956503,159668,20,3.7654,0.081,0.292,0.445,0.0806,0.4056,-0.2494,,412.3
spider@10k,spider@10k,956503,159668,21,3.7158,0.089,0.308,0.465,0.0828,0.4148,-0.2465,,420.8
spider@10k,spider@10k,956503,159668,22,3.6656,0.105,0.307,0.468,0.0853,0.4234,-0.2436,,408.8
spider@10k,spider@10k,956503,159668,23,3.6031,0.11,0.331,0.488,0.0869,0.4313,-0.2408,,404.5
spider@10k,spider@10k,956503,159668,24,3.5621,0.119,0.345,0.489,0.0923,0.4379,-0.2382,,415.1
spider@10k,spider@10k,956503,159668,25,3.5018,0.125,0.333,0.496,0.0923,0.4448,-0.2362,,407.7
spider@10k,spider@10k,956503,159668,26,3.4847,0.125,0.355,0.496,0.0943,0.4506,-0.2334,,426.8
spider@10k,spider@10k,956503,159668,27,3.4325,0.126,0.368,0.514,0.0933,0.4563,-0.2313,,414.5
spider@10k,spider@10k,956503,159668,28,3.3921,0.13,0.363,0.503,0.1007,0.4608,-0.23,,391.1
spider@10k,spider@10k,956503,159668,29,3.3824,0.136,0.357,0.508,0.0997,0.4645,-0.2284,,422.5
temp03@10k,temp03@10k,338953,159668,0,5.631,0.003,0.013,0.028,0.0036,0.0011,-0.004,0.0214,646.7
temp03@10k,temp03@10k,338953,159668,1,5.587,0.002,0.012,0.024,0.0034,0.0086,-0.0192,0.0574,616.7
temp03@10k,temp03@10k,338953,159668,2,5.5273,0.004,0.017,0.033,0.0036,0.016,-0.0339,0.0787,561.0
temp03@10k,temp03@10k,338953,159668,3,5.4903,0.005,0.022,0.045,0.0028,0.0199,-0.0444,0.0887,560.2
temp03@10k,temp03@10k,338953,159668,4,5.4529,0.005,0.025,0.045,0.0032,0.0246,-0.0589,0.0975,563.9
temp03@10k,temp03@10k,338953,159668,5,5.42,0.004,0.023,0.041,0.0028,0.03,-0.076,0.111,557.8
temp03@10k,temp03@10k,338953,159668,6,5.3718,0.007,0.027,0.05,0.0034,0.0361,-0.0886,0.1334,560.4
temp03@10k,temp03@10k,338953,159668,7,5.3241,0.007,0.023,0.049,0.0034,0.0428,-0.1015,0.1479,568.9
temp03@10k,temp03@10k,338953,159668,8,5.2817,0.008,0.027,0.05,0.005,0.0497,-0.1018,0.1931,541.1
temp03@10k,temp03@10k,338953,159668,9,5.2304,0.007,0.026,0.057,0.0048,0.0572,-0.1064,0.216,545.4
temp03@10k,temp03@10k,338953,159668,10,5.184,0.006,0.027,0.061,0.0038,0.0652,-0.1094,0.2547,556.6
temp03@10k,temp03@10k,338953,159668,11,5.1281,0.007,0.035,0.082,0.0056,0.0724,-0.1102,0.2367,525.9
temp03@10k,temp03@10k,338953,159668,12,5.0818,0.006,0.05,0.09,0.0066,0.0791,-0.1116,0.2953,549.7
temp03@10k,temp03@10k,338953,159668,13,5.0384,0.012,0.051,0.091,0.0076,0.0856,-0.1136,0.3295,528.7
temp03@10k,temp03@10k,338953,159668,14,4.9866,0.014,0.061,0.103,0.0082,0.0921,-0.1135,0.3293,541.4
temp03@10k,temp03@10k,338953,159668,15,4.9394,0.014,0.057,0.106,0.0082,0.0989,-0.1162,0.3466,549.1
temp03@10k,temp03@10k,338953,159668,16,4.891,0.019,0.059,0.106,0.0074,0.1053,-0.1162,0.3762,535.2
temp03@10k,temp03@10k,338953,159668,17,4.8534,0.019,0.062,0.103,0.01,0.1096,-0.1157,0.3678,546.1
temp03@10k,temp03@10k,338953,159668,18,4.8212,0.019,0.067,0.118,0.0106,0.1144,-0.1162,0.377,534.1
temp03@10k,temp03@10k,338953,159668,19,4.7849,0.019,0.066,0.121,0.0118,0.1187,-0.1175,0.4097,548.7
temp03@10k,temp03@10k,338953,159668,20,4.7444,0.021,0.077,0.125,0.0104,0.1233,-0.1177,0.4188,535.8
temp03@10k,temp03@10k,338953,159668,21,4.7138,0.026,0.08,0.135,0.013,0.127,-0.1181,0.4293,544.8
temp03@10k,temp03@10k,338953,159668,22,4.6865,0.023,0.08,0.132,0.0146,0.1311,-0.1203,0.4233,533.6
temp03@10k,temp03@10k,338953,159668,23,4.6553,0.022,0.085,0.14,0.0152,0.1333,-0.1202,0.4284,534.9
temp03@10k,temp03@10k,338953,159668,24,4.6333,0.023,0.081,0.146,0.0164,0.1374,-0.1208,0.4655,543.4
temp03@10k,temp03@10k,338953,159668,25,4.6052,0.019,0.08,0.156,0.0177,0.1408,-0.1213,0.4542,523.8
temp03@10k,temp03@10k,338953,159668,26,4.5721,0.023,0.089,0.165,0.0156,0.144,-0.1204,0.4918,551.0
temp03@10k,temp03@10k,338953,159668,27,4.5457,0.025,0.089,0.154,0.0175,0.1468,-0.1223,0.4798,538.8
temp03@10k,temp03@10k,338953,159668,28,4.5264,0.025,0.094,0.159,0.0166,0.15,-0.1244,0.4582,547.8
temp03@10k,temp03@10k,338953,159668,29,4.5029,0.029,0.094,0.173,0.0177,0.1511,-0.1227,0.5599,554.1
temp05@10k,temp05@10k,338953,159668,0,5.6321,0.003,0.011,0.017,0.0026,0.0009,-0.0062,0.017,637.8
temp05@10k,temp05@10k,338953,159668,1,5.6007,0.003,0.016,0.026,0.0022,0.0084,-0.0204,0.0391,607.6
temp05@10k,temp05@10k,338953,159668,2,5.5448,0.004,0.014,0.026,0.0024,0.0203,-0.0444,0.0572,578.9
temp05@10k,temp05@10k,338953,159668,3,5.5035,0.005,0.018,0.044,0.0026,0.028,-0.0646,0.0646,561.0
temp05@10k,temp05@10k,338953,159668,4,5.4677,0.001,0.018,0.039,0.0022,0.0346,-0.0852,0.0704,560.3
temp05@10k,temp05@10k,338953,159668,5,5.4405,0.005,0.022,0.046,0.003,0.0412,-0.1022,0.0779,551.9
temp05@10k,temp05@10k,338953,159668,6,5.3942,0.005,0.025,0.044,0.0032,0.0503,-0.125,0.094,559.1
temp05@10k,temp05@10k,338953,159668,7,5.3399,0.005,0.029,0.056,0.0038,0.0614,-0.1467,0.119,562.3
temp05@10k,temp05@10k,338953,159668,8,5.2887,0.011,0.032,0.062,0.0054,0.0735,-0.1467,0.1623,536.4
temp05@10k,temp05@10k,338953,159668,9,5.2217,0.006,0.037,0.062,0.0052,0.0874,-0.1578,0.2115,546.1
temp05@10k,temp05@10k,338953,159668,10,5.1686,0.014,0.042,0.077,0.0054,0.0983,-0.1574,0.2201,549.1
temp05@10k,temp05@10k,338953,159668,11,5.11,0.007,0.048,0.085,0.0066,0.108,-0.1543,0.2425,541.9
temp05@10k,temp05@10k,338953,159668,12,5.0602,0.003,0.043,0.09,0.0076,0.1189,-0.157,0.2785,558.9
temp05@10k,temp05@10k,338953,159668,13,5.0141,0.011,0.048,0.095,0.0076,0.1262,-0.154,0.2826,536.9
temp05@10k,temp05@10k,338953,159668,14,4.9648,0.014,0.054,0.097,0.0082,0.1346,-0.154,0.2868,544.1
temp05@10k,temp05@10k,338953,159668,15,4.9239,0.01,0.052,0.099,0.0076,0.1421,-0.1537,0.2973,550.7
temp05@10k,temp05@10k,338953,159668,16,4.883,0.017,0.054,0.095,0.0088,0.1494,-0.155,0.3289,547.7
temp05@10k,temp05@10k,338953,159668,17,4.849,0.016,0.062,0.113,0.0088,0.1545,-0.1557,0.3191,555.1
temp05@10k,temp05@10k,338953,159668,18,4.8222,0.014,0.062,0.115,0.0122,0.16,-0.1551,0.3319,541.5
temp05@10k,temp05@10k,338953,159668,19,4.7926,0.022,0.065,0.13,0.0112,0.1647,-0.1538,0.3781,558.1
temp05@10k,temp05@10k,338953,159668,20,4.7582,0.021,0.069,0.126,0.0126,0.1695,-0.1536,0.3885,542.7
temp05@10k,temp05@10k,338953,159668,21,4.7356,0.018,0.077,0.137,0.0136,0.1735,-0.1534,0.3815,539.2
temp05@10k,temp05@10k,338953,159668,22,4.703,0.02,0.075,0.131,0.0136,0.1776,-0.1541,0.3685,535.2
temp05@10k,temp05@10k,338953,159668,23,4.6814,0.018,0.085,0.135,0.0156,0.1807,-0.1536,0.3825,530.7
temp05@10k,temp05@10k,338953,159668,24,4.6553,0.017,0.077,0.144,0.016,0.1841,-0.1524,0.4266,558.5
temp05@10k,temp05@10k,338953,159668,25,4.6374,0.02,0.075,0.137,0.016,0.1883,-0.1534,0.4217,538.2
temp05@10k,temp05@10k,338953,159668,26,4.6086,0.02,0.089,0.145,0.015,0.1916,-0.1515,0.4271,543.5
temp05@10k,temp05@10k,338953,159668,27,4.5873,0.016,0.091,0.151,0.016,0.1945,-0.1527,0.4179,541.5
temp05@10k,temp05@10k,338953,159668,28,4.5714,0.022,0.091,0.143,0.0166,0.197,-0.1526,0.4431,529.8
temp05@10k,temp05@10k,338953,159668,29,4.543,0.025,0.096,0.159,0.0187,0.1994,-0.1507,0.4634,543.1
temp10@10k,temp10@10k,338953,159668,0,5.6327,0.0,0.009,0.014,0.002,0.0008,-0.0105,0.0144,658.3
temp10@10k,temp10@10k,338953,159668,1,5.6121,0.002,0.01,0.02,0.0018,0.007,-0.0226,0.0242,597.6
temp10@10k,temp10@10k,338953,159668,2,5.5715,0.004,0.016,0.027,0.0012,0.0219,-0.0485,0.0373,623.4
temp10@10k,temp10@10k,338953,159668,3,5.5276,0.005,0.021,0.037,0.002,0.0367,-0.0807,0.0433,561.9
temp10@10k,temp10@10k,338953,159668,4,5.4906,0.004,0.023,0.04,0.0004,0.0485,-0.1082,0.0454,560.2
temp10@10k,temp10@10k,338953,159668,5,5.4673,0.005,0.025,0.048,0.0034,0.0577,-0.1346,0.0484,563.0
temp10@10k,temp10@10k,338953,159668,6,5.436,0.007,0.028,0.053,0.0026,0.0671,-0.1618,0.0547,555.1
temp10@10k,temp10@10k,338953,159668,7,5.4061,0.008,0.025,0.053,0.0042,0.0757,-0.1848,0.0642,566.2
temp10@10k,temp10@10k,338953,159668,8,5.3785,0.006,0.028,0.058,0.004,0.0861,-0.2007,0.0749,535.3
temp10@10k,temp10@10k,338953,159668,9,5.3379,0.004,0.03,0.066,0.0048,0.0964,-0.2134,0.1175,562.8
temp10@10k,temp10@10k,338953,159668,10,5.3062,0.008,0.04,0.064,0.0058,0.106,-0.219,0.1203,541.9
temp10@10k,temp10@10k,338953,159668,11,5.2705,0.013,0.038,0.066,0.0066,0.1152,-0.2209,0.1194,545.4
temp10@10k,temp10@10k,338953,159668,12,5.2344,0.009,0.041,0.067,0.0066,0.1245,-0.2228,0.1358,542.1
temp10@10k,temp10@10k,338953,159668,13,5.2033,0.008,0.046,0.075,0.0086,0.1333,-0.2219,0.1546,533.5
temp10@10k,temp10@10k,338953,159668,14,5.1661,0.009,0.05,0.088,0.0084,0.1412,-0.2194,0.1552,530.9
temp10@10k,temp10@10k,338953,159668,15,5.1454,0.008,0.059,0.091,0.0078,0.1491,-0.2177,0.1712,548.5
temp10@10k,temp10@10k,338953,159668,16,5.1068,0.006,0.057,0.094,0.0066,0.1569,-0.2152,0.1798,553.1
temp10@10k,temp10@10k,338953,159668,17,5.0833,0.01,0.058,0.103,0.009,0.1639,-0.2117,0.1956,546.3
temp10@10k,temp10@10k,338953,159668,18,5.0479,0.014,0.05,0.099,0.0084,0.1699,-0.2092,0.2046,587.4
temp10@10k,temp10@10k,338953,159668,19,5.0293,0.011,0.046,0.099,0.0082,0.1759,-0.2067,0.2218,555.3
temp10@10k,temp10@10k,338953,159668,20,5.0035,0.008,0.067,0.104,0.0084,0.1816,-0.2048,0.2381,543.9
temp10@10k,temp10@10k,338953,159668,21,4.9815,0.013,0.053,0.111,0.0078,0.1858,-0.202,0.2632,561.2
temp10@10k,temp10@10k,338953,159668,22,4.9525,0.011,0.06,0.11,0.0114,0.1902,-0.1984,0.2448,546.2
temp10@10k,temp10@10k,338953,159668,23,4.9424,0.014,0.062,0.118,0.01,0.1946,-0.1972,0.287,553.7
temp10@10k,temp10@10k,338953,159668,24,4.9136,0.015,0.067,0.118,0.0098,0.1979,-0.1953,0.2715,549.1
temp10@10k,temp10@10k,338953,159668,25,4.9055,0.013,0.074,0.129,0.01,0.2015,-0.1914,0.2615,527.3
temp10@10k,temp10@10k,338953,159668,26,4.8797,0.016,0.077,0.129,0.0098,0.2049,-0.1905,0.2623,554.6
temp10@10k,temp10@10k,338953,159668,27,4.8599,0.015,0.079,0.13,0.0126,0.2086,-0.1907,0.2871,531.6
temp10@10k,temp10@10k,338953,159668,28,4.8494,0.016,0.078,0.132,0.0124,0.2113,-0.1874,0.2743,523.9
temp10@10k,temp10@10k,338953,159668,29,4.8224,0.016,0.079,0.139,0.0098,0.214,-0.1846,0.2797,567.2
v16@10k,v16@10k,338953,243152,0,5.6282,0.003,0.011,0.021,0.0016,0.0054,-0.0156,0.0447,100.3
v16@10k,v16@10k,338953,243152,1,5.5866,0.002,0.009,0.016,0.0012,0.0179,-0.0432,0.0533,98.1
v16@10k,v16@10k,338953,243152,2,5.5476,0.002,0.005,0.014,0.0024,0.0287,-0.0571,0.0565,94.6
v16@10k,v16@10k,338953,243152,3,5.5208,0.002,0.008,0.018,0.001,0.0344,-0.0649,0.0554,95.5
v16@10k,v16@10k,338953,243152,4,5.4995,0.002,0.013,0.026,0.003,0.0403,-0.082,0.0576,95.4
v16@10k,v16@10k,338953,243152,5,5.4696,0.003,0.016,0.033,0.0024,0.0471,-0.1021,0.0634,98.1
v16@10k,v16@10k,338953,243152,6,5.4323,0.002,0.019,0.039,0.0034,0.054,-0.1235,0.0746,101.6
v16@10k,v16@10k,338953,243152,7,5.3989,0.006,0.023,0.04,0.0032,0.0614,-0.1388,0.0871,104.0
v16@10k,v16@10k,338953,243152,8,5.3594,0.004,0.025,0.047,0.0044,0.0701,-0.1538,0.1255,101.0
v16@10k,v16@10k,338953,243152,9,5.3286,0.001,0.026,0.051,0.005,0.0777,-0.1627,0.1625,99.4
v16@10k,v16@10k,338953,243152,10,5.2987,0.002,0.04,0.063,0.0054,0.0851,-0.1744,0.2065,99.5
v16@10k,v16@10k,338953,243152,11,5.2613,0.007,0.044,0.076,0.0062,0.094,-0.1848,0.2313,97.3
v16@10k,v16@10k,338953,243152,12,5.2376,0.008,0.043,0.079,0.0076,0.0999,-0.195,0.2939,96.6
v16@10k,v16@10k,338953,243152,13,5.2024,0.006,0.039,0.075,0.007,0.1082,-0.2014,0.2877,94.7
v16@10k,v16@10k,338953,243152,14,5.1721,0.006,0.037,0.081,0.0046,0.1146,-0.2087,0.2935,102.0
v16@10k,v16@10k,338953,243152,15,5.1485,0.008,0.048,0.082,0.007,0.1208,-0.213,0.3069,100.0
v16@10k,v16@10k,338953,243152,16,5.1221,0.011,0.042,0.086,0.0062,0.1258,-0.2177,0.3078,104.8
v16@10k,v16@10k,338953,243152,17,5.0894,0.008,0.041,0.079,0.0074,0.1324,-0.2233,0.3337,108.6
v16@10k,v16@10k,338953,243152,18,5.0709,0.014,0.049,0.087,0.0084,0.1375,-0.2222,0.3549,106.5
v16@10k,v16@10k,338953,243152,19,5.0429,0.013,0.058,0.098,0.0092,0.1419,-0.2282,0.3283,98.9
v16@10k,v16@10k,338953,243152,20,5.0193,0.011,0.057,0.109,0.0082,0.147,-0.2279,0.3554,92.9
v16@10k,v16@10k,338953,243152,21,5.0014,0.017,0.066,0.115,0.0096,0.151,-0.2296,0.39,102.5
v16@10k,v16@10k,338953,243152,22,4.9694,0.012,0.068,0.112,0.0094,0.1553,-0.2328,0.3897,101.0
v16@10k,v16@10k,338953,243152,23,4.9606,0.019,0.07,0.127,0.0096,0.1577,-0.2305,0.3899,106.7
v16@10k,v16@10k,338953,243152,24,4.9358,0.019,0.074,0.123,0.0104,0.1621,-0.2312,0.4068,101.1
v16@10k,v16@10k,338953,243152,25,4.9212,0.015,0.068,0.128,0.0096,0.1651,-0.2355,0.3765,103.4
v16@10k,v16@10k,338953,243152,26,4.8997,0.015,0.079,0.136,0.0112,0.1685,-0.2352,0.4073,95.7
v16@10k,v16@10k,338953,243152,27,4.8889,0.018,0.078,0.133,0.012,0.1708,-0.2364,0.4266,94.6
v16@10k,v16@10k,338953,243152,28,4.8698,0.023,0.085,0.133,0.013,0.1747,-0.2369,0.3965,96.5
v16@10k,v16@10k,338953,243152,29,4.8442,0.013,0.084,0.137,0.0106,0.1779,-0.2389,0.4469,102.7
v2@10k,v2@10k,338953,145754,0,5.633,0.001,0.005,0.011,0.0012,0.0003,-0.0084,0.0138,78.9
v2@10k,v2@10k,338953,145754,1,5.6156,0.001,0.008,0.017,0.001,0.0032,-0.0162,0.0218,83.9
v2@10k,v2@10k,338953,145754,2,5.5859,0.004,0.013,0.032,0.0018,0.0107,-0.0341,0.0335,76.8
v2@10k,v2@10k,338953,145754,3,5.5445,0.001,0.006,0.023,0.0018,0.0211,-0.0573,0.0408,74.7
v2@10k,v2@10k,338953,145754,4,5.5042,0.003,0.015,0.031,0.0026,0.0299,-0.0787,0.0451,78.8
v2@10k,v2@10k,338953,145754,5,5.4772,0.003,0.016,0.026,0.0022,0.0366,-0.1014,0.05,77.6
v2@10k,v2@10k,338953,145754,6,5.4507,0.004,0.019,0.034,0.0032,0.0427,-0.1247,0.0508,76.6
v2@10k,v2@10k,338953,145754,7,5.4285,0.005,0.023,0.038,0.002,0.0493,-0.136,0.056,76.0
v2@10k,v2@10k,338953,145754,8,5.4037,0.006,0.022,0.039,0.002,0.0552,-0.1452,0.0599,77.2
v2@10k,v2@10k,338953,145754,9,5.3789,0.005,0.024,0.046,0.0026,0.0619,-0.1548,0.0704,77.8
v2@10k,v2@10k,338953,145754,10,5.3539,0.003,0.02,0.045,0.0026,0.0686,-0.1663,0.0806,78.0
v2@10k,v2@10k,338953,145754,11,5.325,0.003,0.026,0.053,0.0022,0.0761,-0.1738,0.0993,75.2
v2@10k,v2@10k,338953,145754,12,5.3007,0.004,0.034,0.06,0.0032,0.0835,-0.1806,0.0974,77.3
v2@10k,v2@10k,338953,145754,13,5.2741,0.003,0.034,0.058,0.0036,0.0906,-0.1857,0.1132,75.8
v2@10k,v2@10k,338953,145754,14,5.2421,0.003,0.034,0.06,0.0036,0.0982,-0.1908,0.1181,78.2
v2@10k,v2@10k,338953,145754,15,5.2172,0.008,0.038,0.074,0.0028,0.1048,-0.1956,0.1233,77.3
v2@10k,v2@10k,338953,145754,16,5.1883,0.008,0.038,0.073,0.0032,0.1115,-0.1993,0.1385,78.8
v2@10k,v2@10k,338953,145754,17,5.1655,0.013,0.044,0.073,0.0038,0.1182,-0.2031,0.1486,78.3
v2@10k,v2@10k,338953,145754,18,5.1364,0.01,0.043,0.084,0.0042,0.1249,-0.2096,0.1509,94.5
