run,label,text_params,image_params,epoch,loss,val_i2t_r1,val_i2t_r5,val_i2t_r10,val_t2i_r1,gamma,hardest_negative_margin,grad_norm,seconds
k2@10k,k2@10k,338953,159668,26,4.9608,0.023,0.104,0.181,0.0154,0.2104,-0.1736,0.2611,117.6
k2@10k,k2@10k,338953,159668,27,4.9457,0.017,0.109,0.178,0.0162,0.2134,-0.1727,0.2674,122.8
k2@10k,k2@10k,338953,159668,28,4.9208,0.022,0.11,0.185,0.0154,0.2163,-0.1716,0.2624,119.2
k2@10k,k2@10k,338953,159668,29,4.8996,0.028,0.114,0.189,0.0158,0.2182,-0.1708,0.2671,117.0
k5@10k,k5@10k,338953,159668,0,6.4358,0.002,0.01,0.021,0.002,0.0017,-0.0105,0.0162,208.5
k5@10k,k5@10k,338953,159668,1,6.3961,0.004,0.017,0.032,0.0026,0.0145,-0.033,0.0349,212.9
k5@10k,k5@10k,338953,159668,2,6.3268,0.004,0.023,0.039,0.002,0.0322,-0.067,0.0382,211.5
k5@10k,k5@10k,338953,159668,3,6.2736,0.004,0.027,0.052,0.003,0.0446,-0.1019,0.0341,219.7
k5@10k,k5@10k,338953,159668,4,6.2271,0.007,0.031,0.052,0.003,0.0567,-0.1433,0.0368,213.4
k5@10k,k5@10k,338953,159668,5,6.1694,0.006,0.033,0.061,0.0038,0.0721,-0.1733,0.0476,208.9
k5@10k,k5@10k,338953,159668,6,6.093,0.008,0.044,0.072,0.0048,0.0905,-0.1888,0.061,213.2
k5@10k,k5@10k,338953,159668,7,6.0087,0.011,0.044,0.086,0.0058,0.1081,-0.1916,0.0766,209.9
k5@10k,k5@10k,338953,159668,8,5.9257,0.008,0.051,0.101,0.0064,0.1249,-0.1919,0.0873,211.8
k5@10k,k5@10k,338953,159668,9,5.8481,0.01,0.06,0.112,0.0078,0.1401,-0.1893,0.1051,209.7
k5@10k,k5@10k,338953,159668,10,5.7772,0.006,0.054,0.12,0.0092,0.1537,-0.187,0.1144,213.1
k5@10k,k5@10k,338953,159668,11,5.7131,0.011,0.068,0.124,0.0112,0.1651,-0.1838,0.1224,208.3
k5@10k,k5@10k,338953,159668,12,5.6532,0.012,0.077,0.128,0.0114,0.1755,-0.1822,0.1341,204.4
k5@10k,k5@10k,338953,159668,13,5.6,0.017,0.094,0.147,0.0124,0.1844,-0.1796,0.1398,207.3
k5@10k,k5@10k,338953,159668,14,5.5517,0.02,0.088,0.147,0.0132,0.1919,-0.1792,0.1502,209.3
k5@10k,k5@10k,338953,159668,15,5.5047,0.02,0.097,0.145,0.0144,0.1993,-0.1777,0.1452,216.4
k5@10k,k5@10k,338953,159668,16,5.4633,0.027,0.105,0.153,0.0158,0.2051,-0.1763,0.153,209.1
k5@10k,k5@10k,338953,159668,17,5.4237,0.024,0.095,0.163,0.016,0.2106,-0.1753,0.1669,213.8
k5@10k,k5@10k,338953,159668,18,5.3867,0.027,0.099,0.175,0.0173,0.2156,-0.1738,0.1713,210.2
k5@10k,k5@10k,338953,159668,19,5.3505,0.029,0.108,0.179,0.0171,0.2199,-0.1717,0.1688,205.2
k5@10k,k5@10k,338953,159668,20,5.3217,0.028,0.099,0.181,0.0191,0.2236,-0.17,0.1674,213.6
k5@10k,k5@10k,338953,159668,21,5.2921,0.027,0.105,0.188,0.0183,0.2269,-0.1692,0.1789,204.6
k5@10k,k5@10k,338953,159668,22,5.2634,0.032,0.11,0.192,0.0199,0.2303,-0.1682,0.1778,216.6
k5@10k,k5@10k,338953,159668,23,5.2384,0.031,0.119,0.201,0.0199,0.2332,-0.1676,0.1711,205.0
k5@10k,k5@10k,338953,159668,24,5.2142,0.035,0.123,0.201,0.0195,0.236,-0.1673,0.1733,211.0
k5@10k,k5@10k,338953,159668,25,5.1907,0.037,0.122,0.205,0.0193,0.2384,-0.1672,0.1746,214.6
k5@10k,k5@10k,338953,159668,26,5.1688,0.041,0.134,0.21,0.0195,0.2405,-0.1664,0.1777,213.5
k5@10k,k5@10k,338953,159668,27,5.1482,0.038,0.13,0.219,0.0187,0.2428,-0.1658,0.1857,208.3
k5@10k,k5@10k,338953,159668,28,5.1297,0.034,0.13,0.209,0.0209,0.2448,-0.1657,0.196,214.3
k5@10k,k5@10k,338953,159668,29,5.1095,0.036,0.13,0.211,0.0201,0.2461,-0.1645,0.1888,202.1
l1@10k,l1@10k,169477,159668,0,5.6346,0.003,0.009,0.018,0.0014,0.0006,-0.0086,0.0157,351.6
l1@10k,l1@10k,169477,159668,1,5.6166,0.001,0.008,0.018,0.0018,0.0055,-0.0201,0.032,296.7
l1@10k,l1@10k,169477,159668,2,5.579,0.001,0.009,0.022,0.002,0.0165,-0.0387,0.0545,297.2
l1@10k,l1@10k,169477,159668,3,5.5396,0.003,0.013,0.023,0.0024,0.0268,-0.058,0.0594,294.8
l1@10k,l1@10k,169477,159668,4,5.5108,0.003,0.022,0.034,0.002,0.0332,-0.0724,0.0604,287.4
l1@10k,l1@10k,169477,159668,5,5.4877,0.006,0.02,0.042,0.0022,0.039,-0.0879,0.066,290.3
l1@10k,l1@10k,169477,159668,6,5.4649,0.008,0.024,0.043,0.0026,0.0448,-0.1022,0.0694,286.8
l1@10k,l1@10k,169477,159668,7,5.4358,0.006,0.03,0.055,0.0032,0.0512,-0.1199,0.0722,293.4
l1@10k,l1@10k,169477,159668,8,5.4053,0.006,0.027,0.055,0.0034,0.0585,-0.133,0.0809,281.9
l1@10k,l1@10k,169477,159668,9,5.372,0.005,0.035,0.067,0.0046,0.067,-0.1442,0.0866,276.7
l1@10k,l1@10k,169477,159668,10,5.3396,0.01,0.038,0.074,0.0028,0.0746,-0.152,0.1048,278.6
l1@10k,l1@10k,169477,159668,11,5.3109,0.011,0.042,0.076,0.0038,0.0823,-0.1587,0.1008,272.9
l1@10k,l1@10k,169477,159668,12,5.2721,0.01,0.048,0.074,0.0048,0.0909,-0.1672,0.1115,279.2
l1@10k,l1@10k,169477,159668,13,5.2445,0.009,0.04,0.073,0.0046,0.0984,-0.1714,0.1155,279.7
l1@10k,l1@10k,169477,159668,14,5.2144,0.015,0.044,0.08,0.007,0.1063,-0.1773,0.1301,258.4
l1@10k,l1@10k,169477,159668,15,5.1864,0.014,0.048,0.083,0.0074,0.1122,-0.1785,0.1382,274.6
l1@10k,l1@10k,169477,159668,16,5.1683,0.01,0.043,0.082,0.0074,0.1178,-0.1805,0.1481,285.1
l1@10k,l1@10k,169477,159668,17,5.1368,0.012,0.054,0.086,0.008,0.1236,-0.1824,0.1501,274.4
l1@10k,l1@10k,169477,159668,18,5.1101,0.011,0.058,0.093,0.0076,0.1286,-0.183,0.1589,276.9
l1@10k,l1@10k,169477,159668,19,5.0928,0.015,0.049,0.095,0.0084,0.1337,-0.1842,0.1571,286.1
l1@10k,l1@10k,169477,159668,20,5.0751,0.016,0.056,0.097,0.0086,0.1373,-0.185,0.166,276.0
l1@10k,l1@10k,169477,159668,21,5.0518,0.019,0.053,0.097,0.0092,0.1416,-0.1865,0.1666,273.9
l1@10k,l1@10k,169477,159668,22,5.0316,0.014,0.059,0.096,0.0086,0.146,-0.1869,0.1784,294.1
l1@10k,l1@10k,169477,159668,23,5.0156,0.015,0.054,0.098,0.0084,0.1493,-0.1874,0.181,285.0
l1@10k,l1@10k,169477,159668,24,4.9985,0.013,0.051,0.093,0.0086,0.1522,-0.1871,0.1845,279.5
l1@10k,l1@10k,169477,159668,25,4.9798,0.02,0.052,0.094,0.009,0.1555,-0.1884,0.2007,275.6
l1@10k,l1@10k,169477,159668,26,4.9661,0.021,0.055,0.094,0.0088,0.1589,-0.1887,0.1897,304.8
l1@10k,l1@10k,169477,159668,27,4.957,0.02,0.06,0.104,0.0088,0.162,-0.1899,0.1966,285.7
l1@10k,l1@10k,169477,159668,28,4.9275,0.022,0.061,0.105,0.0088,0.1649,-0.1902,0.1972,290.3
l1@10k,l1@10k,169477,159668,29,4.9222,0.019,0.066,0.101,0.0088,0.1667,-0.1896,0.205,300.0
l3@10k,l3@10k,508429,159668,0,5.6306,0.0,0.005,0.012,0.001,0.0012,-0.0084,,860.0
l3@10k,l3@10k,508429,159668,1,5.5974,0.004,0.01,0.021,0.0024,0.011,-0.0294,,779.0
l3@10k,l3@10k,508429,159668,2,5.5361,0.002,0.016,0.025,0.0022,0.029,-0.0711,,772.5
l3@10k,l3@10k,508429,159668,3,5.4864,0.004,0.019,0.036,0.0036,0.0423,-0.1023,,761.4
l3@10k,l3@10k,508429,159668,4,5.428,0.005,0.015,0.037,0.0024,0.0556,-0.1401,,752.5
l3@10k,l3@10k,508429,159668,5,5.3876,0.003,0.021,0.04,0.0036,0.066,-0.1576,,752.1
l3@10k,l3@10k,508429,159668,6,5.3524,0.002,0.019,0.041,0.0048,0.0758,-0.1657,,727.8
l3@10k,l3@10k,508429,159668,7,5.3119,0.005,0.024,0.049,0.0058,0.0843,-0.1755,,751.4
l3@10k,l3@10k,508429,159668,8,5.2818,0.004,0.03,0.052,0.0048,0.0918,-0.1831,,759.7
l3@10k,l3@10k,508429,159668,9,5.2432,0.004,0.028,0.061,0.0062,0.0992,-0.1915,,756.4
l3@10k,l3@10k,508429,159668,10,5.216,0.004,0.028,0.062,0.0058,0.106,-0.1965,,732.9
l3@10k,l3@10k,508429,159668,11,5.1949,0.008,0.03,0.062,0.006,0.1121,-0.1986,,730.5
l3@10k,l3@10k,508429,159668,12,5.1645,0.007,0.032,0.069,0.0062,0.1186,-0.1951,,747.9
l3@10k,l3@10k,508429,159668,13,5.1328,0.008,0.033,0.074,0.0058,0.1249,-0.1948,,727.2
l3@10k,l3@10k,508429,159668,14,5.1083,0.007,0.035,0.068,0.0058,0.1309,-0.1953,,751.4
l3@10k,l3@10k,508429,159668,15,5.0962,0.009,0.04,0.073,0.0062,0.1359,-0.1949,,707.4
l3@10k,l3@10k,508429,159668,16,5.0505,0.009,0.035,0.075,0.0058,0.1417,-0.1975,,730.6
l3@10k,l3@10k,508429,159668,17,5.0344,0.011,0.041,0.078,0.006,0.1455,-0.1944,,721.6
l3@10k,l3@10k,508429,159668,18,5.0066,0.008,0.038,0.073,0.0082,0.1511,-0.1957,,711.5
l3@10k,l3@10k,508429,159668,19,4.9668,0.007,0.044,0.085,0.0082,0.1572,-0.1942,,750.3
l3@10k,l3@10k,508429,159668,20,4.9524,0.01,0.051,0.091,0.0078,0.1614,-0.1933,,713.8
l3@10k,l3@10k,508429,159668,21,4.9245,0.01,0.049,0.09,0.009,0.1661,-0.1918,,721.3
l3@10k,l3@10k,508429,159668,22,4.8991,0.007,0.05,0.098,0.0094,0.17,-0.1938,,712.9
l3@10k,l3@10k,508429,159668,23,4.8742,0.012,0.051,0.104,0.0094,0.1743,-0.1912,,715.9
l3@10k,l3@10k,508429,159668,24,4.8539,0.005,0.051,0.103,0.0102,0.1784,-0.1893,,722.2
l3@10k,l3@10k,508429,159668,25,4.8199,0.009,0.054,0.112,0.0102,0.1826,-0.1902,,712.8
l3@10k,l3@10k,508429,159668,26,4.8055,0.008,0.056,0.113,0.0102,0.1864,-0.1879,,708.6
l3@10k,l3@10k,508429,159668,27,4.7835,0.013,0.058,0.118,0.011,0.1894,-0.1852,,713.0
l3@10k,l3@10k,508429,159668,28,4.7527,0.017,0.067,0.126,0.0108,0.1931,-0.1851,,699.3
l3@10k,l3@10k,508429,159668,29,4.7426,0.016,0.064,0.136,0.011,0.1957,-0.1864,,716.5
n2@10k,n2@10k,568921,159668,0,5.6324,0.002,0.009,0.01,0.001,0.0009,-0.0082,,1912.6
n2@10k,n2@10k,568921,159668,1,5.6081,0.0,0.001,0.012,0.0018,0.0072,-0.0201,,1808.7
n2@10k,n2@10k,568921,159668,2,5.5612,0.002,0.007,0.021,0.0028,0.0205,-0.0451,,1789.3
n2@10k,n2@10k,568921,159668,3,5.5145,0.005,0.015,0.03,0.0032,0.0329,-0.0704,,1738.1
n2@10k,n2@10k,568921,159668,4,5.483,0.004,0.02,0.04,0.0024,0.0409,-0.0969,,1708.3
n2@10k,n2@10k,568921,159668,5,5.4512,0.002,0.017,0.049,0.0024,0.0482,-0.1221,,1625.2
n2@10k,n2@10k,568921,159668,6,5.4208,0.004,0.031,0.052,0.0022,0.0554,-0.1423,,1611.6
n2@10k,n2@10k,568921,159668,7,5.3847,0.005,0.034,0.059,0.0036,0.0631,-0.1577,,1610.3
n2@10k,n2@10k,568921,159668,8,5.3446,0.006,0.028,0.058,0.0044,0.0726,-0.1727,,1667.6
n2@10k,n2@10k,568921,159668,9,5.3082,0.006,0.037,0.064,0.0058,0.0827,-0.185,,1592.1
n2@10k,n2@10k,568921,159668,10,5.2742,0.01,0.039,0.07,0.0064,0.092,-0.193,,1654.1
n2@10k,n2@10k,568921,159668,11,5.2379,0.008,0.037,0.074,0.0062,0.1014,-0.1977,,1591.1
n2@10k,n2@10k,568921,159668,12,5.2113,0.005,0.043,0.068,0.0064,0.1092,-0.2023,,1580.9
n2@10k,n2@10k,568921,159668,13,5.1765,0.006,0.044,0.083,0.007,0.1166,-0.2037,,1525.5
n2@10k,n2@10k,568921,159668,14,5.15,0.008,0.052,0.088,0.006,0.1243,-0.2082,,1522.4
n2@10k,n2@10k,568921,159668,15,5.1181,0.011,0.046,0.093,0.0078,0.1316,-0.2081,,1502.7
n2@10k,n2@10k,568921,159668,16,5.0907,0.006,0.047,0.089,0.007,0.1376,-0.2097,,1482.3
n2@10k,n2@10k,568921,159668,17,5.0626,0.008,0.052,0.086,0.007,0.1442,-0.2138,,1499.7
n2@10k,n2@10k,568921,159668,18,5.0394,0.011,0.055,0.09,0.0086,0.1491,-0.2148,,1473.5
n2@10k,n2@10k,568921,159668,19,5.0081,0.008,0.054,0.084,0.0078,0.1557,-0.2173,,1469.2
n2@10k,n2@10k,568921,159668,20,4.9895,0.007,0.048,0.092,0.007,0.1603,-0.2203,,1480.2
n2@10k,n2@10k,568921,159668,21,4.9663,0.009,0.051,0.101,0.0076,0.1655,-0.2225,,1481.4
n2@10k,n2@10k,568921,159668,22,4.9432,0.007,0.056,0.105,0.0094,0.1697,-0.2219,,1491.8
n2@10k,n2@10k,568921,159668,23,4.9379,0.008,0.059,0.102,0.0084,0.1731,-0.2231,,1470.8
n2@10k,n2@10k,568921,159668,24,4.9057,0.008,0.068,0.105,0.009,0.1763,-0.2237,,1489.9
n2@10k,n2@10k,568921,159668,25,4.8841,0.011,0.07,0.109,0.009,0.1801,-0.2252,,1488.0
n2@10k,n2@10k,568921,159668,26,4.8524,0.008,0.061,0.111,0.0096,0.1836,-0.226,,1548.5
n2@10k,n2@10k,568921,159668,27,4.8406,0.011,0.065,0.116,0.0108,0.1879,-0.2246,,1506.3
n2@10k,n2@10k,568921,159668,28,4.8183,0.013,0.065,0.112,0.0116,0.1911,-0.2239,,1513.4
n2@10k,n2@10k,568921,159668,29,4.8066,0.012,0.066,0.122,0.012,0.1944,-0.2252,,1505.5
nopurity@10k,nopurity@10k,338953,159668,0,5.5386,0.001,0.008,0.016,0.0018,0.0022,-0.0062,0.0084,1462.4
nopurity@10k,nopurity@10k,338953,159668,1,5.5121,0.002,0.012,0.021,0.0024,0.0146,-0.0307,0.0341,1427.2
nopurity@10k,nopurity@10k,338953,159668,2,5.4735,0.001,0.014,0.021,0.0032,0.0267,-0.0569,0.0466,1517.3
nopurity@10k,nopurity@10k,338953,159668,3,5.4457,0.002,0.014,0.027,0.0028,0.0352,-0.0837,0.0556,1569.7
nopurity@10k,nopurity@10k,338953,159668,4,5.4133,0.002,0.019,0.033,0.0026,0.0446,-0.1178,0.0645,1316.5
nopurity@10k,nopurity@10k,338953,159668,5,5.3819,0.007,0.024,0.045,0.0032,0.0546,-0.1424,0.0837,1265.0
nopurity@10k,nopurity@10k,338953,159668,6,5.3341,0.007,0.027,0.047,0.0038,0.0688,-0.1595,0.112,1333.2
nopurity@10k,nopurity@10k,338953,159668,7,5.279,0.008,0.027,0.052,0.0044,0.0825,-0.1708,0.1472,1327.2
nopurity@10k,nopurity@10k,338953,159668,8,5.225,0.006,0.027,0.053,0.0052,0.0973,-0.1782,0.1781,1275.4
nopurity@10k,nopurity@10k,338953,159668,9,5.171,0.006,0.037,0.067,0.0046,0.111,-0.1794,0.2011,1315.8
nopurity@10k,nopurity@10k,338953,159668,10,5.1253,0.005,0.036,0.068,0.0052,0.1229,-0.179,0.2047,1410.2
nopurity@10k,nopurity@10k,338953,159668,11,5.0816,0.008,0.035,0.073,0.0044,0.1338,-0.1762,0.234,1304.0
nopurity@10k,nopurity@10k,338953,159668,12,5.0332,0.009,0.037,0.071,0.0054,0.1445,-0.1831,0.2562,1280.3
nopurity@10k,nopurity@10k,338953,159668,13,4.9937,0.01,0.036,0.075,0.008,0.1532,-0.1801,0.2864,1255.4
nopurity@10k,nopurity@10k,338953,159668,14,4.9516,0.011,0.037,0.076,0.0084,0.16,-0.1784,0.2763,1266.7
nopurity@10k,nopurity@10k,338953,159668,15,4.9178,0.01,0.054,0.086,0.0084,0.1662,-0.1762,0.313,1404.6
nopurity@10k,nopurity@10k,338953,159668,16,4.8807,0.011,0.056,0.095,0.01,0.1737,-0.1741,0.3391,1349.6
nopurity@10k,nopurity@10k,338953,159668,17,4.8513,0.014,0.058,0.098,0.01,0.1793,-0.1712,0.3189,1363.2
nopurity@10k,nopurity@10k,338953,159668,18,4.8201,0.013,0.064,0.116,0.0118,0.1848,-0.1692,0.3542,1284.5
nopurity@10k,nopurity@10k,338953,159668,19,4.7854,0.017,0.068,0.117,0.0116,0.1911,-0.1684,0.346,1365.1
nopurity@10k,nopurity@10k,338953,159668,20,4.7495,0.019,0.076,0.129,0.0132,0.1958,-0.1659,0.4104,1210.7
nopurity@10k,nopurity@10k,338953,159668,21,4.7253,0.022,0.074,0.128,0.013,0.1996,-0.1638,0.3715,1415.6
nopurity@10k,nopurity@10k,338953,159668,22,4.7021,0.021,0.082,0.14,0.0132,0.2045,-0.1637,0.3945,1321.1
nopurity@10k,nopurity@10k,338953,159668,23,4.6809,0.02,0.085,0.147,0.0152,0.2073,-0.1621,0.3893,1422.3
nopurity@10k,nopurity@10k,338953,159668,24,4.6543,0.021,0.084,0.14,0.0146,0.2107,-0.1605,0.39,1260.7
nopurity@10k,nopurity@10k,338953,159668,25,4.6349,0.018,0.081,0.16,0.0138,0.2144,-0.1608,0.3952,1248.2
nopurity@10k,nopurity@10k,338953,159668,26,4.6124,0.013,0.083,0.152,0.0136,0.2178,-0.1592,0.4023,1271.4
nopurity@10k,nopurity@10k,338953,159668,27,4.5806,0.016,0.09,0.157,0.0162,0.2214,-0.16,0.4083,1233.7
nopurity@10k,nopurity@10k,338953,159668,28,4.5661,0.025,0.088,0.156,0.0169,0.2239,-0.1605,0.4259,1261.2
nopurity@10k,nopurity@10k,338953,159668,29,4.5465,0.021,0.085,0.162,0.0169,0.226,-0.1577,0.4322,2014.3
nosmooth@10k,nosmooth@10k,338953,159668,0,5.6324,0.0,0.005,0.01,0.0018,0.0008,-0.0087,0.0158,1497.7
nosmooth@10k,nosmooth@10k,338953,159668,1,5.6054,0.004,0.019,0.028,0.0022,0.008,-0.022,0.0334,1397.9
nosmooth@10k,nosmooth@10k,338953,159668,2,5.5494,0.003,0.016,0.031,0.0018,0.0228,-0.0525,0.0529,1334.3
nosmooth@10k,nosmooth@10k,338953,159668,3,5.4954,0.004,0.018,0.039,0.0016,0.0357,-0.0849,0.0613,1318.7
nosmooth@10k,nosmooth@10k,338953,159668,4,5.4498,0.005,0.016,0.036,0.0018,0.0459,-0.1094,0.0667,1316.5
nosmooth@10k,nosmooth@10k,338953,159668,5,5.4173,0.004,0.018,0.035,0.0028,0.055,-0.1289,0.0743,1371.4
nosmooth@10k,nosmooth@10k,338953,159668,6,5.3713,0.003,0.022,0.047,0.0036,0.0654,-0.1482,0.0892,1400.8
nosmooth@10k,nosmooth@10k,338953,159668,7,5.3206,0.008,0.03,0.053,0.0048,0.0765,-0.1676,0.113,1363.8
nosmooth@10k,nosmooth@10k,338953,159668,8,5.2713,0.008,0.03,0.051,0.0046,0.0895,-0.1748,0.1343,1433.8
nosmooth@10k,nosmooth@10k,338953,159668,9,5.2028,0.006,0.03,0.057,0.0044,0.1034,-0.1806,0.1677,1267.3
nosmooth@10k,nosmooth@10k,338953,159668,10,5.1481,0.009,0.033,0.073,0.005,0.1161,-0.1821,0.1845,1347.5
nosmooth@10k,nosmooth@10k,338953,159668,11,5.0835,0.008,0.04,0.074,0.0058,0.1277,-0.1834,0.2207,1341.1
nosmooth@10k,nosmooth@10k,338953,159668,12,5.0328,0.006,0.038,0.075,0.005,0.139,-0.1836,0.2649,1288.4
nosmooth@10k,nosmooth@10k,338953,159668,13,4.9774,0.004,0.037,0.077,0.0066,0.1477,-0.1811,0.2738,1361.7
nosmooth@10k,nosmooth@10k,338953,159668,14,4.9253,0.011,0.04,0.081,0.0068,0.1569,-0.1775,0.3055,1278.9
nosmooth@10k,nosmooth@10k,338953,159668,15,4.8774,0.009,0.045,0.095,0.007,0.1657,-0.1791,0.3094,1340.6
nosmooth@10k,nosmooth@10k,338953,159668,16,4.8251,0.009,0.051,0.097,0.0072,0.1735,-0.1775,0.3332,1298.0
nosmooth@10k,nosmooth@10k,338953,159668,17,4.7861,0.012,0.061,0.098,0.008,0.1799,-0.1762,0.3277,1256.0
nosmooth@10k,nosmooth@10k,338953,159668,18,4.7499,0.012,0.055,0.112,0.008,0.1861,-0.1742,0.3767,1281.0
nosmooth@10k,nosmooth@10k,338953,159668,19,4.7195,0.014,0.057,0.111,0.009,0.1914,-0.1728,0.3857,1246.1
nosmooth@10k,nosmooth@10k,338953,159668,20,4.6775,0.014,0.066,0.111,0.0076,0.1963,-0.1709,0.3745,1308.7
nosmooth@10k,nosmooth@10k,338953,159668,21,4.6516,0.009,0.068,0.111,0.01,0.1998,-0.1687,0.3743,1274.9
nosmooth@10k,nosmooth@10k,338953,159668,22,4.6165,0.013,0.073,0.117,0.0118,0.2047,-0.1683,0.3799,1303.7
nosmooth@10k,nosmooth@10k,338953,159668,23,4.5918,0.017,0.074,0.121,0.0118,0.208,-0.1675,0.3929,1253.9
nosmooth@10k,nosmooth@10k,338953,159668,24,4.5607,0.017,0.073,0.127,0.0128,0.2111,-0.1651,0.4503,1440.9
nosmooth@10k,nosmooth@10k,338953,159668,25,4.5412,0.018,0.072,0.133,0.0122,0.2152,-0.1645,0.4793,1255.6
nosmooth@10k,nosmooth@10k,338953,159668,26,4.507,0.02,0.081,0.14,0.0116,0.2181,-0.1619,0.4304,1232.4
nosmooth@10k,nosmooth@10k,338953,159668,27,4.4847,0.021,0.086,0.141,0.0128,0.2212,-0.1632,0.4365,1320.4
nosmooth@10k,nosmooth@10k,338953,159668,28,4.4706,0.022,0.087,0.154,0.0136,0.2239,-0.162,0.4467,1237.1
nosmooth@10k,nosmooth@10k,338953,159668,29,4.4331,0.02,0.093,0.151,0.0138,0.2263,-0.159,0.4685,1794.1
nowarp@10k,nowarp@10k,338953,159668,0,5.6318,0.003,0.011,0.019,0.0028,0.001,-0.0054,0.018,1430.2
nowarp@10k,nowarp@10k,338953,159668,1,5.5972,0.002,0.014,0.024,0.0022,0.0086,-0.0199,0.0432,1471.7
nowarp@10k,nowarp@10k,338953,159668,2,5.54,0.003,0.011,0.03,0.0018,0.0195,-0.0418,0.0612,1352.0
nowarp@10k,nowarp@10k,338953,159668,3,5.5003,0.004,0.023,0.046,0.0024,0.026,-0.0595,0.069,1266.0
nowarp@10k,nowarp@10k,338953,159668,4,5.4647,0.002,0.016,0.043,0.003,0.0321,-0.0793,0.075,1274.7
nowarp@10k,nowarp@10k,338953,159668,5,5.4369,0.005,0.023,0.053,0.0026,0.0383,-0.0968,0.0832,1271.9
nowarp@10k,nowarp@10k,338953,159668,6,5.3891,0.006,0.026,0.047,0.003,0.0471,-0.1194,0.1012,1275.3
nowarp@10k,nowarp@10k,338953,159668,7,5.3333,0.008,0.03,0.055,0.0042,0.0579,-0.1383,0.1278,1274.9
nowarp@10k,nowarp@10k,338953,159668,8,5.2815,0.007,0.032,0.055,0.0056,0.0686,-0.137,0.1731,1297.9
nowarp@10k,nowarp@10k,338953,159668,9,5.2146,0.006,0.031,0.058,0.008,0.0814,-0.1467,0.2192,1292.6
nowarp@10k,nowarp@10k,338953,159668,10,5.1642,0.01,0.038,0.07,0.0062,0.0916,-0.1468,0.23,1256.5
nowarp@10k,nowarp@10k,338953,159668,11,5.106,0.008,0.045,0.075,0.0068,0.1014,-0.1465,0.2513,1197.7
nowarp@10k,nowarp@10k,338953,159668,12,5.0535,0.007,0.048,0.078,0.008,0.1112,-0.1494,0.2759,1256.1
nowarp@10k,nowarp@10k,338953,159668,13,5.0104,0.01,0.041,0.086,0.009,0.1188,-0.1501,0.3087,1230.5
nowarp@10k,nowarp@10k,338953,159668,14,4.9614,0.007,0.047,0.091,0.0082,0.1267,-0.1505,0.2896,1229.5
nowarp@10k,nowarp@10k,338953,159668,15,4.9195,0.011,0.054,0.093,0.0076,0.1338,-0.1496,0.307,1296.7
nowarp@10k,nowarp@10k,338953,159668,16,4.8791,0.012,0.053,0.093,0.0086,0.1413,-0.1504,0.3061,1192.5
nowarp@10k,nowarp@10k,338953,159668,17,4.8439,0.011,0.063,0.105,0.0102,0.1468,-0.1526,0.3174,1230.9
nowarp@10k,nowarp@10k,338953,159668,18,4.8196,0.014,0.062,0.108,0.011,0.1521,-0.152,0.3409,1289.4
nowarp@10k,nowarp@10k,338953,159668,19,4.7887,0.012,0.065,0.12,0.011,0.1569,-0.151,0.3744,1306.2
nowarp@10k,nowarp@10k,338953,159668,20,4.7552,0.017,0.077,0.125,0.012,0.1618,-0.1509,0.4081,1328.9
nowarp@10k,nowarp@10k,338953,159668,21,4.7322,0.014,0.072,0.134,0.0126,0.1656,-0.1514,0.3689,1463.7
nowarp@10k,nowarp@10k,338953,159668,22,4.6992,0.018,0.075,0.135,0.0142,0.17,-0.1511,0.3641,1189.2
nowarp@10k,nowarp@10k,338953,159668,23,4.6794,0.019,0.082,0.147,0.015,0.1729,-0.1508,0.3752,1350.8
nowarp@10k,nowarp@10k,338953,159668,24,4.6513,0.016,0.078,0.157,0.0148,0.1769,-0.1506,0.4142,1254.4
nowarp@10k,nowarp@10k,338953,159668,25,4.6366,0.015,0.086,0.148,0.014,0.1807,-0.152,0.4273,1241.7
nowarp@10k,nowarp@10k,338953,159668,26,4.6061,0.02,0.093,0.151,0.016,0.1841,-0.1506,0.4245,1449.7
nowarp@10k,nowarp@10k,338953,159668,27,4.5867,0.015,0.088,0.153,0.0154,0.1869,-0.1515,0.3975,1281.8
nowarp@10k,nowarp@10k,338953,159668,28,4.57,0.014,0.088,0.16,0.0162,0.1896,-0.152,0.4297,1283.7
nowarp@10k,nowarp@10k,338953,159668,29,4.5428,0.02,0.095,0.171,0.0175,0.1921,-0.1509,0.4508,1599.6
o9@10k,o9@10k,338953,159668,0,5.6325,0.0,0.003,0.014,0.0018,0.0008,-0.0089,0.0153,77.1
o9@10k,o9@10k,338953,159668,1,5.6078,0.003,0.02,0.027,0.0026,0.0075,-0.0213,0.0302,88.0
o9@10k,o9@10k,338953,159668,2,5.559,0.003,0.013,0.031,0.0014,0.0215,-0.05,0.0465,81.6
o9@10k,o9@10k,338953,159668,3,5.5136,0.003,0.015,0.039,0.0016,0.0333,-0.0804,0.053,79.8
o9@10k,o9@10k,338953,159668,4,5.4764,0.003,0.015,0.037,0.0032,0.0425,-0.1059,0.0569,80.3
o9@10k,o9@10k,338953,159668,5,5.4508,0.004,0.022,0.043,0.003,0.0502,-0.1231,0.0624,83.4
o9@10k,o9@10k,338953,159668,6,5.4127,0.004,0.023,0.045,0.004,0.0593,-0.1425,0.0744,75.9
